LAMMPS data file via write_data, version 23 Jun 2022, timestep = 500000

1728 atoms
2 atom types

-2.492115623175472 36.254115623174826 xlo xhi
-2.492115623175472 36.254115623174826 ylo yhi
-2.492115623175472 36.254115623174826 zlo zhi

Masses

1 22.9898
2 35.4527

Atoms # charge

965 2 -1 1.8710339669741884 4.396834087981829 2.0253851650856456 0 -1 -2
285 1 1 -0.3390953934111893 0.812434878118478 -0.6641437234523135 1 1 0
1137 2 -1 0.7852048901301631 -0.876573516466606 35.541063815614656 2 1 1
454 1 1 2.7886337406092014 7.045492154754024 0.5454061217278388 1 1 0
1555 2 -1 36.118569400187866 1.242846670863956 35.355645379044425 -1 0 -2
666 1 1 3.6283070815840954 -0.1680870008590638 36.212762243739554 -2 3 1
675 1 1 5.414036449019319 35.440286348649686 -1.4113505238786241 -2 0 1
527 1 1 4.036480339899303 2.162969463961965 2.052615111467147 2 2 1
1668 2 -1 6.076856447084342 -1.0868206138079257 36.129713411219356 1 0 0
1313 2 -1 9.897451406763729 0.14151454319225865 3.23190085834504 1 2 1
1547 2 -1 3.713929623457206 -0.2504479244606195 2.7751993062046365 -2 1 0
982 2 -1 6.825224085597327 34.49475749321737 33.39136398147471 0 -1 -1
755 1 1 8.980416097200933 2.466340492654008 3.7734144616191374 3 -1 2
1638 2 -1 11.281746032418248 3.8832169169705697 2.8610424340599554 -1 1 1
1126 2 -1 9.882900553101091 -1.2488236216814308 -0.08193586230953054 0 0 0
416 1 1 11.838020611822705 1.0117443769781271 1.806244756774225 0 0 0
1588 2 -1 16.988565393241267 3.931983686277989 2.578475644905467 0 0 -1
614 1 1 15.995150894164848 2.969095144369269 -0.49421740131098746 -1 -1 1
1076 2 -1 18.783713839533903 1.9236016058220144 -0.3044166798091492 0 0 0
602 1 1 14.569460677649914 5.452659421586592 3.310669688886673 0 -1 0
2 1 1 19.77521924527444 1.3303205895606411 35.92174979210329 0 0 -1
1615 2 -1 13.175433684354639 1.1321538347662283 -1.1557706664262566 1 0 0
1216 2 -1 21.08155369963023 2.797606483161487 34.32437384382604 0 0 1
231 1 1 19.74220969286869 -0.06333423366388224 1.3874277708017058 1 2 0
995 2 -1 21.014758961151273 0.7270736891767444 4.051273717786056 1 2 1
959 2 -1 24.617829904807575 -0.22340252199123034 0.05822829248391237 0 1 0
1671 2 -1 17.630520237438084 -1.1945812343127078 35.31895244911053 0 1 1
680 1 1 19.02051381934931 2.2282172175426993 3.756758519557023 -1 1 2
782 1 1 23.677914465100983 0.34079252746486777 3.4369332364798444 0 1 0
1448 2 -1 34.57344914726099 35.846129564044084 -1.2617721569627962 -2 -2 2
637 1 1 26.8160263232091 2.310065977464011 2.3142719957867186 -1 2 -1
356 1 1 33.90331014983069 2.305790570099278 5.109801267249647 2 0 3
1123 2 -1 26.18281946687407 3.4643487397625927 -1.47540620520701 -1 0 -1
1070 2 -1 27.405683258454214 34.90843544354499 1.814439094241382 -3 1 0
818 1 1 28.211179600614578 1.6846034781191657 -1.0659259778096821 0 0 -1
1532 2 -1 33.6188646202625 3.1407235291743785 3.1791102216976004 2 3 0
617 1 1 33.503636113727794 36.06199843917159 1.2748091435772824 -1 -1 0
745 1 1 31.06644022756742 2.341862606229867 1.4223505157130547 -1 -1 1
1143 2 -1 -1.2551823789042547 -1.2626965769521943 -0.04303593595511135 3 2 -1
775 1 1 -2.292854156736361 34.82160445116314 0.2376506550421955 0 0 0
1095 2 -1 31.960593114133864 -0.7231373943220798 0.6808452170943577 -1 1 3
572 1 1 3.4440087376215924 11.658743095901443 1.992088137809282 1 0 1
189 1 1 6.558904585071721 7.5304733516341 -1.3046927997288134 0 1 -1
1524 2 -1 -2.115044784740315 6.5930192703282025 1.9098054879415818 1 1 -1
761 1 1 35.18252953680558 3.6504722275511643 35.220189040111705 -1 0 -2
618 1 1 -1.3045911080132773 7.411935792906933 -0.4181906607735275 0 1 1
