fix 0 all npt temp ${T0}. ${T0}. $(40.0*dt) iso ${P0}. ${P0}. $(100.0*dt)
fix 0 all npt temp 1100. ${T0}. $(40.0*dt) iso ${P0}. ${P0}. $(100.0*dt)
fix 0 all npt temp 1100. 1100. $(40.0*dt) iso ${P0}. ${P0}. $(100.0*dt)
fix 0 all npt temp 1100. 1100. 0.080000000000000001665 iso ${P0}. ${P0}. $(100.0*dt)
fix 0 all npt temp 1100. 1100. 0.080000000000000001665 iso 1. ${P0}. $(100.0*dt)
fix 0 all npt temp 1100. 1100. 0.080000000000000001665 iso 1. 1. $(100.0*dt)
fix 0 all npt temp 1100. 1100. 0.080000000000000001665 iso 1. 1. 0.2000000000000000111
run 500000
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 4.236 | 4.236 | 4.236 Mbytes
   Step         PotEng         Volume        Density         Press           Temp          TotEng        Enthalpy   
    114000  -6405.5922      58144.333      1.4420629     -89.670406      1102.1362     -6159.5598     -6162.814     
    114100  -6412.8389      57943.917      1.4470507     -1455.1915      1070.3355     -6173.9054     -6226.5335    
    114200  -6405.4302      59217.586      1.4159271     -585.32386      1119.7068     -6155.4755     -6177.1095    
    114300  -6400.5121      59121.923      1.4182181     -561.78579      1117.8018     -6150.9826     -6171.7131    
    114400  -6400.2898      59322.307      1.4134276      61.52188       1062.2596     -6163.1592     -6160.8812    
    114500  -6404.8328      58796.925      1.4260573      242.08448      1134.6477     -6151.5429     -6142.6588    
    114600  -6402.6545      59439.779      1.4106342     -1353.591       1038.2008     -6170.8946     -6221.112     
    114700  -6399.5165      59061.246      1.4196752      616.89697      1080.7438     -6158.2596     -6135.5189    
    114800  -6394.2853      60151.116      1.3939523     -419.38002      1092.6164     -6150.378      -6166.123     
    114900  -6411.084       58559.603      1.4318366      442.67426      1087.3155     -6168.3601     -6152.1803    
    115000  -6397.8104      59170.221      1.4170605     -377.97661      1093.0237     -6153.8122     -6167.7714    
    115100  -6391.6847      59679.394      1.4049704     -667.62935      1057.1427     -6155.6963     -6180.5648    
    115200  -6395.9677      59049.057      1.4199682      331.18383      1106.5788     -6148.9436     -6136.7376    
    115300  -6405.8805      58939.512      1.4226074     -191.33495      1126.8717     -6154.3264     -6161.3651    
    115400  -6400.2978      59483.726      1.409592       288.32559      1065.8809     -6162.3588     -6151.6542    
    115500  -6398.9976      60059.805      1.3960715     -102.96608      1152.1511     -6141.8003     -6145.6601    
    115600  -6402.5851      59190.398      1.4165775     -1267.6777      1101.7357     -6156.6421     -6203.4749    
    115700  -6410.0989      58286.716      1.4385402      543.26291      1074.2077     -6170.301      -6150.5373    
    115800  -6401.7012      58416.079      1.4353545      618.41711      1091.5837     -6158.0245     -6135.4768    
    115900  -6397.0545      59181.722      1.4167851      659.39338      1131.653      -6144.4331     -6120.0762    
    116000  -6407.4915      58329.861      1.4374761     -267.10516      1082.5085     -6165.8407     -6175.5651    
    116100  -6401.2371      58587.875      1.4311457     -236.12449      1092.7689     -6157.2958     -6165.9304    
    116200  -6387.4831      58657.523      1.4294464      441.15619      1087.2745     -6144.7684     -6128.6171    
    116300  -6398.4361      58749.533      1.4272077      544.31079      1056.8395     -6162.5154     -6142.5563    
    116400  -6401.6446      58921.243      1.4230485      516.47585      1114.3241     -6152.8915     -6133.8977    
    116500  -6401.4869      58452.471      1.4344609      567.20186      1083.3584     -6159.6464     -6138.9531    
    116600  -6391.5936      58912.76       1.4232533      177.56628      1084.1229     -6149.5824     -6143.0532    
    116700  -6404.4404      58510.506      1.4330381      98.310007      1099.5556     -6158.9841     -6155.3939    
    116800  -6406.1992      58589.131      1.431115      -270.1159       1093.7309     -6162.0431     -6171.9209    
    116900  -6402.5444      57759.478      1.4516714      1285.1115      1085.9638     -6160.1223     -6113.7932    
    117000  -6402.6753      58874.249      1.4241844      154.53691      1075.5648     -6162.5745     -6156.8958    
    117100  -6404.7527      59165.636      1.4171703     -314.5979       1106.0697     -6157.8423     -6169.4598    
    117200  -6396.1464      59405.525      1.4114476      35.777817      1105.4782     -6149.368      -6148.0414    
    117300  -6405.4825      58912.033      1.4232709     -833.16977      1118.1595     -6155.8732     -6186.5089    
    117400  -6411.5686      58684.033      1.4288006      464.52315      1097.001      -6166.6826     -6149.6682    
    117500  -6391.588       59610.208      1.4066011     -542.03379      1083.6293     -6149.6869     -6169.8537    
    117600  -6408.4648      58859.219      1.424548      -66.223802      1130.1578     -6156.1771     -6158.61      
    117700  -6404.8462      58575.682      1.4314436     -49.877172      1100.5019     -6159.1787     -6161.0022    
    117800  -6408.9187      58295.019      1.4383353      1201.1387      1064.2875     -6171.3354     -6127.6321    
    117900  -6403.5322      58826.626      1.4253373     -708.06818      1079.7379     -6162.4998     -6188.4978    
    118000  -6401.4379      59121.374      1.4182313      455.03647      1127.6455     -6149.711      -6132.9199    
    118100  -6407.9284      59011.618      1.4208691      828.71213      1103.0355     -6161.6953     -6131.172     
    118200  -6401.1917      59806.688      1.4019801     -200.1424       1063.6963     -6163.7404     -6171.2114    
    118300  -6401.3036      59621.739      1.406329      -169.92722      1093.8987     -6157.1101     -6163.4336    
    118400  -6398.3933      59753.529      1.4032273     -552.60615      1142.1905     -6143.4195     -6164.0291    
    118500  -6398.7138      59063.513      1.4196207      601.46778      1092.3386     -6154.8686     -6132.6958    
    118600  -6404.2439      59431.578      1.4108288     -139.12978      1058.5926     -6167.9319     -6173.0928    
    118700  -6407.2523      58722.025      1.4278762     -878.69509      1113.5226     -6158.6782     -6190.8836    
    118800  -6411.9394      57878.998      1.4486737      673.9703       1084.9201     -6169.7502     -6145.4029    
    118900  -6407.6065      58478.575      1.4338206     -252.15062      1087.6279     -6164.8128     -6174.0162    
    119000  -6399.7187      59321.913      1.413437      -686.2946       1119.954      -6149.7088     -6175.1195    
    119100  -6400.3303      58939.223      1.4226143      856.2972       1088.527      -6157.336      -6125.8354    
    119200  -6407.6143      58592.655      1.4310289      858.76887      1075.7545     -6167.4711     -6136.0654    
    119300  -6410.9672      58856.082      1.4246239     -383.15486      1086.653      -6168.3912     -6182.4664    
    119400  -6401.4735      58842.668      1.4249487      351.06922      1093.6212     -6157.342      -6144.4483    
    119500  -6398.1252      58870.199      1.4242823      1114.4962      1130.1423     -6145.841      -6104.89      
    119600  -6397.2334      59454.615      1.4102822     -352.95249      1089.9706     -6153.9167     -6167.0143    
    119700  -6399.7363      58408.62       1.4355378      764.9356       1059.2454     -6163.2786     -6135.3922    
    119800  -6406.1477      58179.437      1.4411928      337.33622      1068.6988     -6167.5797     -6155.3301    
    119900  -6399.6105      58984.807      1.4215149     -180.16133      1126.0294     -6148.2444     -6154.8771    
    120000  -6406.0054      58543.939      1.4322197      164.38844      1099.1261     -6160.6449     -6154.6382    
    120100  -6396.6459      58443.803      1.4346737     -246.30227      1108.981      -6149.0856     -6158.0701    
    120200  -6399.3844      58805.457      1.4258504     -556.36025      1104.8548     -6152.7451     -6173.1655    
    120300  -6399.8842      59244.424      1.4152857      12.561067      1089.4496     -6156.6839     -6156.2194    
    120400  -6397.4154      59606.337      1.4066925      112.5159       1123.3749     -6146.6418     -6142.4559    
    120500  -6404.0862      59746.229      1.4033988     -613.96239      1099.5288     -6158.6359     -6181.531     
    120600  -6399.7034      59096.075      1.4188385      645.35936      1118.6553     -6149.9834     -6126.1794    
    120700  -6398.0175      59361.958      1.4124835     -226.76941      1083.9618     -6156.0423     -6164.4443    
    120800  -6414.907       58765.786      1.4268129      797.94215      1106.8792     -6167.8159     -6138.5484    
    120900  -6401.1726      59587.903      1.4071276     -445.66551      1108.5093     -6153.7175     -6170.2926    
    121000  -6402.9169      59440.72       1.4106118      103.80917      1077.261      -6162.4375     -6158.5861    
    121100  -6396.4948      59204.433      1.4162416      71.249648      1113.7239     -6147.8757     -6145.2428    
    121200  -6406.8054      58951.197      1.4223254     -390.48785      1104.0573     -6160.3441     -6174.7119    
    121300  -6403.5478      59065.416      1.4195749     -84.626704      1089.9895     -6160.227      -6163.3468    
    121400  -6400.7422      58954.676      1.4222414     -110.41853      1078.1762     -6160.0585     -6164.1215    
    121500  -6405.1307      59218.207      1.4159122      87.046583      1091.0676     -6161.5692     -6158.3518    
    121600  -6400.1779      59851.795      1.4009235      250.54638      1109.9561     -6152.3998     -6143.0403    
    121700  -6409.4764      58728.927      1.4277084      149.74658      1099.2803     -6164.0815     -6158.5925    
    121800  -6398.2116      59470.284      1.4099106      140.12728      1096.8893     -6153.3505     -6148.1492    
    121900  -6400.8775      59018.361      1.4207068     -86.03922       1121.6391     -6150.4915     -6153.6609    
    122000  -6407.6396      58664.633      1.4292731     -66.035927      1130.1638     -6155.3506     -6157.7685    
    122100  -6403.3149      58388.933      1.4360219     -518.45921      1144.7436     -6147.7712     -6166.6657    
    122200  -6407.869       57659.652      1.4541847      1282.6163      1099.6248     -6162.3972     -6116.238     
    122300  -6409.8562      58257.787      1.4392545     -262.19613      1123.1008     -6159.1438     -6168.6777    
    122400  -6403.4024      58909.577      1.4233303     -362.20795      1129.9601     -6151.1588     -6164.4767    
    122500  -6419.3378      57576.675      1.4562804     -361.53063      1122.0637     -6168.857      -6181.8491    
    122600  -6408.9381      57886.504      1.4484859      583.30994      1107.8251     -6161.6357     -6140.5608    
    122700  -6412.0542      58340.401      1.4372164      250.53799      1102.8437     -6165.8639     -6156.741     
    122800  -6404.208       58946.29       1.4224438      120.84707      1112.4765     -6155.8673     -6151.4212    
    122900  -6396.8894      59812.981      1.4018326     -628.7272       1084.0879     -6154.886      -6178.3578    
    123000  -6385.1231      59803.643      1.4020514      50.101355      1086.0697     -6142.6773     -6140.8072    
    123100  -6399.9531      59455.472      1.4102619     -673.85625      1070.7275     -6160.9322     -6185.9385    
    123200  -6399.1741      58650.124      1.4296267      1005.6194      1107.8082     -6151.8755     -6115.0633    
    123300  -6401.4593      59742.234      1.4034926     -384.48207      1074.9488     -6161.4961     -6175.8327    
    123400  -6404.8726      59259.422      1.4149275      93.664072      1146.6543     -6148.9023     -6145.438     
    123500  -6392.9813      59996.381      1.3975474     -108.69937      1105.7057     -6146.1521     -6150.2226    
    123600  -6398.2071      59753.684      1.4032237     -262.63782      1069.9311     -6159.3639     -6169.1591    
    123700  -6400.2679      59266.326      1.4147626     -870.6413       1098.9035     -6154.9572     -6187.1632    
    123800  -6412.4424      59058.224      1.4197478      146.82635      1115.5296     -6163.4202     -6158.008     
    123900  -6397.8273      59305.289      1.4138332     -569.30431      1081.9904     -6156.2922     -6177.3652    
    124000  -6397.5107      59300.989      1.4139357      572.77648      1139.8874     -6143.051      -6121.851     
    124100  -6404.2376      59303.693      1.4138712     -72.168786      1090.2245     -6160.8643     -6163.5356    
    124200  -6390.5358      59942.214      1.3988103     -394.74423      1110.5268     -6142.6304     -6157.3989    
    124300  -6395.5208      60355.686      1.3892276     -1190.808       1076.0714     -6155.3069     -6200.1659    
    124400  -6401.8753      59024.675      1.4205548      318.70348      1109.6538     -6154.1647     -6142.4236    
    124500  -6404.3047      59035.879      1.4202852      29.527616      1049.5905     -6170.0023     -6168.9143    
    124600  -6404.0467      58919.476      1.4230911      699.48865      1124.3214     -6153.0619     -6127.3384    
    124700  -6406.2266      59203.566      1.4162624     -277.32955      1072.1276     -6166.8931     -6177.141     
    124800  -6402.7064      59051.903      1.4198998     -421.82291      1119.9941     -6152.6876     -6168.2349    
    124900  -6391.0826      59180.963      1.4168033     -210.36038      1088.1314     -6148.1766     -6155.9468    
    125000  -6405.74        58177.83       1.4412326      385.41006      1103.4892     -6159.4056     -6145.4106    
    125100  -6410.4659      58268.188      1.4389976     -15.529605      1136.7899     -6156.6977     -6157.2625    
    125200  -6415.5922      58262.579      1.4391362      242.30468      1083.6349     -6173.6899     -6164.8786    
    125300  -6404.4625      59497.988      1.4092541     -1141.0947      1113.771      -6155.8329     -6198.2083    
    125400  -6396.9008      58567.825      1.4316356      148.34654      1113.4824     -6148.3356     -6142.9127    
    125500  -6410.2973      58272.756      1.4388848     -223.13661      1116.1226     -6161.1427     -6169.2584    
    125600  -6398.4467      59018.425      1.4207052     -589.99748      1092.7663     -6154.506      -6176.2394    
    125700  -6408.775       58960.028      1.4221123     -1225.6645      1088.2795     -6165.8359     -6210.9403    
    125800  -6406.9267      57781          1.4511307      445.29905      1130.5924     -6154.542      -6138.4827    
    125900  -6398.1531      58635.311      1.4299879      189.16211      1085.0658     -6155.9314     -6149.0085    
    126000  -6402.8532      58973.377      1.4217904     -244.69932      1103.104      -6156.6048     -6165.6117    
    126100  -6408.2121      58227.149      1.4400118     -82.58335       1071.9452     -6168.9193     -6171.9206    
    126200  -6405.3955      58154.775      1.4418039      276.796        1108.5901     -6157.9224     -6147.8755    
    126300  -6419.0716      57723.667      1.452572       688.37138      1081.6588     -6177.6105     -6152.8097    
    126400  -6406.152       58991.421      1.4213555     -449.4054       1098.5091     -6160.9293     -6177.4762    
    126500  -6408.1799      58232.991      1.4398674      624.47512      1105.2448     -6161.4536     -6138.7563    
    126600  -6418.4727      58373.561      1.4364         584.59205      1109.849      -6170.7186     -6149.4196    
    126700  -6410.2821      59115.84       1.4183641     -267.64501      1108.0949     -6162.9196     -6172.7949    
    126800  -6403.5061      59660.071      1.4054255     -1127.4701      1073.0335     -6163.9703     -6205.9538    
    126900  -6404.4992      58948.531      1.4223897      268.02998      1148.598      -6148.095      -6138.2335    
    127000  -6397.3597      59184.92       1.4167086      1140.5654      1102.5591     -6151.2329     -6109.1001    
    127100  -6393.0057      59098.46       1.4187812      264.57953      1113.4381     -6144.4503     -6134.691     
    127200  -6405.8114      59507.284      1.4090339     -698.64904      1083.2387     -6163.9976     -6189.9465    
    127300  -6401.8874      59626.316      1.4062211     -332.88006      1107.5262     -6154.6518     -6167.0402    
    127400  -6408.3012      58684.389      1.428792       1141.5964      1071.0529     -6169.2077     -6127.3934    
    127500  -6401.3706      59583.672      1.4072275      248.19901      1085.3196     -6159.0922     -6149.8619    
    127600  -6396.0626      59984.494      1.3978243     -243.95632      1108.5488     -6148.5987     -6157.7323    
    127700  -6390.6118      60334.64       1.3897122     -254.89994      1108.179      -6143.2305     -6152.8295    
    127800  -6408.3977      58500.542      1.4332822      918.68847      1085.3658     -6166.109      -6132.5648    
    127900  -6404.7722      58835.974      1.4251108     -1322.2518      1089.429      -6161.5765     -6210.133     
    128000  -6404.7144      58433.551      1.4349254      352.62863      1127.8639     -6152.9388     -6140.078     
    128100  -6409.9662      58486.252      1.4336324      80.466974      1060.6688     -6173.1907     -6170.2533    
    128200  -6404.6173      58639.793      1.4298786     -165.23073      1087.1962     -6161.92       -6167.9675    
    128300  -6417.3395      57764.255      1.4515514      812.7385       1087.3531     -6174.6072     -6145.3051    
    128400  -6415.3979      58376.71       1.4363225     -1532.1325      1094.2144     -6171.1339     -6226.9585    
    128500  -6419.3897      57903.284      1.4480661     -47.785067      1105.3053     -6172.6499     -6174.3769    
    128600  -6412.0778      58352.625      1.4369154      571.0235       1114.4415     -6163.2985     -6142.5013    
    128700  -6400.8516      59250.038      1.4151515      66.875558      1086.2384     -6158.3682     -6155.8951    
    128800  -6391.3416      60322.453      1.3899929     -1206.3261      1103.7424     -6144.9507     -6190.3692    
    128900  -6406.9947      59575.012      1.4074321      562.17082      1108.4035     -6159.5633     -6138.6596    
    129000  -6396.8118      59424.327      1.411001       106.19116      1083.5358     -6154.9316     -6150.993     
    129100  -6403.4019      59338.035      1.4130529      18.026612      1140.2932     -6148.8516     -6148.184     
    129200  -6407.1939      58962.918      1.4220426     -195.34632      1100.5652     -6161.5123     -6168.7014    
    129300  -6387.6032      59072.998      1.4193927      908.88456      1093.0604     -6143.5969     -6110.0859    
    129400  -6395.6442      60012.302      1.3971766     -1037.4215      1056.471      -6159.8058     -6198.6642    
    129500  -6412.0085      58287.332      1.438525       1262.7696      1138.0958     -6157.9488     -6112.0091    
    129600  -6406.9026      58568          1.4316313     -75.225622      1113.5335     -6158.326      -6161.0758    
    129700  -6405.4672      58470.569      1.4340169     -589.92251      1062.8616     -6168.2022     -6189.7311    
    129800  -6407.2473      58657.58       1.429445      -132.14412      1097.1134     -6162.3361     -6167.1741    
    129900  -6402.9697      58883.612      1.4239579     -1159.778       1086.8441     -6160.351      -6202.9755    
    130000  -6419.3025      57769.551      1.4514183      1101.8182      1082.753      -6177.5971     -6137.8689    
    130100  -6403.087       58256.994      1.4392741     -38.179399      1084.6092     -6160.9673     -6162.3555    
    130200  -6397.3995      58394.462      1.4358859      134.62141      1096.6145     -6152.5998     -6147.6932    
    130300  -6414.4863      58015.244      1.4452716      287.56308      1109.9714     -6166.7048     -6156.2921    
    130400  -6412.3004      58396.184      1.4358435     -70.732973      1109.9351     -6164.5271     -6167.1052    
    130500  -6418.8583      58058.886      1.4441852      16.069133      1113.4654     -6170.2969     -6169.7146    
    130600  -6400.452       59492.76       1.4093779     -1280.0551      1070.5896     -6161.4618     -6208.9934    
    130700  -6404.2711      58668.49       1.4291792      175.02269      1109.1761     -6156.6672     -6150.2582    
    130800  -6412.5733      58518.3        1.4328472     -135.45044      1092.7057     -6168.6461     -6173.5933    
    130900  -6391.9687      59823.906      1.4015766     -293.87604      1084.2141     -6149.9371     -6160.9102    
    131000  -6392.1675      59675.527      1.4050615     -250.39573      1089.6911     -6148.9133     -6158.2397    
    131100  -6401.9656      59493.849      1.4093521     -65.295677      1066.3095     -6163.9309     -6166.3555    
    131200  -6393.313       58838.283      1.4250549      552.49819      1074.9697     -6153.3451     -6133.0552    
    131300  -6402.4905      59924.726      1.3992185     -913.57397      1114.6035     -6153.6751     -6187.8446    
    131400  -6405.0452      58609.766      1.4306111      980.84598      1089.8137     -6161.7636     -6125.8829    
    131500  -6399.5152      59818.925      1.4016932      191.13146      1075.248      -6159.4851     -6152.349     
    131600  -6400.1239      60030.478      1.3967536      256.97511      1139.9977     -6145.6396     -6136.0112    
    131700  -6401.3655      59764.924      1.4029598     -947.0116       1088.7635     -6158.3183     -6193.6441    
    131800  -6406.7112      59337.457      1.4130667     -774.53331      1097.0305     -6161.8185     -6190.5038    
    131900  -6412.1016      58937.388      1.4226586     -246.4878       1083.8391     -6170.1537     -6179.221     
    132000  -6400.847       59225.103      1.4157474     -73.277704      1096.6806     -6156.0325     -6158.7413    
    132100  -6413.8451      59085.992      1.4190806     -521.36985      1137.8561     -6159.8389     -6179.0663    
    132200  -6416.0243      58710.354      1.4281601      120.12415      1119.5513     -6166.1043     -6161.7025    
    132300  -6413.7676      58646.148      1.4297236     -233.15675      1093.9048     -6169.5728     -6178.1073    
    132400  -6402.4645      58769.407      1.426725       209.9033       1101.2368     -6156.6329     -6148.9335    
    132500  -6404.7468      58652.162      1.429577      -647.561        1041.9677     -6172.146      -6195.8517    
    132600  -6407.0133      58413.748      1.4354118     -131.36181      1089.2474     -6163.8581     -6168.6474    
    132700  -6409.3612      57971.874      1.4463528      701.182        1108.9037     -6161.8182     -6136.4471    
    132800  -6408.1988      59019.144      1.4206879     -38.386034      1080.8386     -6166.9208     -6168.3348    
    132900  -6401.535       59222.281      1.4158148      187.13758      1096.8161     -6156.6903     -6149.773     
    133000  -6398.4909      59497.564      1.4092642     -195.94222      1133.5375     -6145.4487     -6152.7251    
    133100  -6400.7493      59441.906      1.4105837      329.08162      1083.0084     -6158.9868     -6146.7777    
    133200  -6411.4472      59229.86       1.4156337     -19.746141      1066.2333     -6173.4295     -6174.1595    
    133300  -6397.8042      59724.554      1.4039081     -648.23106      1093.8679     -6153.6176     -6177.7818    
    133400  -6388.4766      59921.25       1.3992997     -304.18438      1105.317      -6141.7342     -6153.1107    
    133500  -6389.4335      59960.554      1.3983824      448.70437      1131.2522     -6136.9015     -6120.109     
    133600  -6393.9158      59667.91       1.4052408      1.5966748      1095.095      -6149.4553     -6149.3958    
    133700  -6403.6537      59219.519      1.4158809     -48.021833      1056.6235     -6167.7812     -6169.5562    
    133800  -6398.5037      59198.412      1.4163857     -65.987627      1095.1271     -6154.036      -6156.4741    
    133900  -6400.1958      59423.859      1.4110121     -146.08902      1113.6356     -6151.5963     -6157.0147    
    134000  -6399.6079      58875.283      1.4241593      655.30806      1105.2922     -6152.871      -6128.7903    
    134100  -6405.4582      59235.416      1.4155009      51.0303        1052.1225     -6170.5905     -6168.7038    
    134200  -6400.9694      58918.299      1.4231196      42.998436      1100.0095     -6155.4118     -6153.8306    
    134300  -6400.306       58317.042      1.4377921      1708.0931      1102.5683     -6154.1772     -6092.0049    
    134400  -6404.7272      58960.765      1.4220946     -541.67632      1087.3142     -6162.0036     -6181.9376    
    134500  -6395.5928      59378.899      1.4120805     -499.7575       1083.3599     -6153.7519     -6172.2737    
    134600  -6399.7406      58743.222      1.427361       1232.7953      1068.0395     -6161.3197     -6116.1197    
    134700  -6406.8493      60076.796      1.3956767     -976.67337      1073.2784     -6167.259      -6203.8813    
    134800  -6406.6407      59427.491      1.4109259     -160.78736      1119.7593     -6156.6743     -6162.6381    
    134900  -6393.115       59823.564      1.4015846     -190.15727      1138.3364     -6139.0016     -6146.1019    
    135000  -6402.3         59594.058      1.4069823     -642.78106      1085.1797     -6160.0528     -6183.9615    
    135100  -6413.503       58221.449      1.4401528      684.34372      1087.8607     -6170.6574     -6145.7891    
    135200  -6402.7909      58858.187      1.424573       411.72707      1106.7596     -6155.7264     -6140.601     
    135300  -6406.1607      59716.883      1.4040884     -329.24784      1059.2004     -6169.713      -6181.9848    
    135400  -6416.2597      57652.616      1.4543622      1685.7114      1150.0182     -6159.5385     -6098.88      
    135500  -6400.0101      58810.254      1.4257341     -151.90062      1117.2928     -6150.5943     -6156.17      
    135600  -6400.5232      58563.085      1.4317515      309.62586      1101.5431     -6154.6232     -6143.3057    
    135700  -6406.2379      58916.39       1.4231657      1051.8632      1117.9779     -6156.6691     -6117.9893    
    135800  -6397.1798      59324.324      1.4133795     -431.76367      1113.1075     -6148.6983     -6164.6853    
    135900  -6401.8424      59242.091      1.4153414     -806.23067      1071.643      -6162.6171     -6192.4283    
    136000  -6412.8357      58123.605      1.4425771      734.80786      1133.0689     -6159.8981     -6133.2408    
    136100  -6417.2347      58013.048      1.4453263      872.29098      1076.7934     -6176.8597     -6145.275     
    136200  -6401.8399      58909.541      1.4233311     -228.03046      1091.3196     -6158.2221     -6166.6064    
    136300  -6406.2991      59205.862      1.4162075      19.380462      1079.715      -6165.2718     -6164.5557    
    136400  -6397.3841      59127.846      1.4180761     -274.59283      1056.5818     -6161.521      -6171.6547    
    136500  -6401.0939      59345.095      1.4128848      30.534199      1106.1712     -6154.1608     -6153.0298    
    136600  -6415.7606      58477.557      1.4338455      1040.8627      1109.7859     -6168.0206     -6130.0303    
    136700  -6409.6335      58473.215      1.433952      -252.19208      1059.6125     -6173.0938     -6182.2978    
    136800  -6401.4447      58577.035      1.4314105     -313.80026      1102.754      -6155.2744     -6166.7472    
    136900  -6402.5921      58450.7        1.4345044      1006.9869      1067.2962     -6164.3371     -6127.6002    
    137000  -6400.1955      58822.685      1.4254328     -415.80337      1116.9153     -6150.8639     -6166.1298    
    137100  -6411.6029      58328.144      1.4375185      107.58934      1091.7124     -6167.8975     -6163.9806    
    137200  -6404.6938      58669.973      1.429143       50.071811      1102.8971     -6158.4916     -6156.658     
    137300  -6406.2267      59052.65       1.4198818     -257.77856      1101.9449     -6160.2371     -6169.7382    
    137400  -6409.7791      59224.28       1.415767       275.21149      1110.0908     -6161.9711     -6151.7979    
    137500  -6401.0978      58766.483      1.426796       197.59935      1105.8708     -6154.2318     -6146.984     
    137600  -6407.2494      58537.078      1.4323876      38.521818      1065.1657     -6169.47       -6168.0626    
    137700  -6401.1643      58959.291      1.4221301      354.97403      1105.9343     -6154.2841     -6141.2213    
    137800  -6406.622       58740.626      1.4274241     -1102.3063      1095.7714     -6162.0105     -6202.4244    
    137900  -6410.2597      58217.383      1.4402534      98.729466      1122.6713     -6159.6432     -6156.0558    
    138000  -6412.4893      58440.727      1.4347491     -512.48447      1062.0584     -6175.4036     -6194.0969    
    138100  -6416.4294      57970.495      1.4463872      323.99247      1135.401      -6162.9712     -6151.2484    
    138200  -6394.9094      58977.215      1.4216979     -347.20074      1052.6248     -6159.9296     -6172.7103    
    138300  -6405.7353      59388.108      1.4118615     -6.0638796      1136.505      -6152.0307     -6152.2555    
    138400  -6398.6785      59859.379      1.400746      -715.91248      1086.9982     -6156.0254     -6182.7728    
    138500  -6400.3856      58960.662      1.422097       92.172934      1106.8853     -6153.2931     -6149.9011    
    138600  -6407.0904      59354.823      1.4126533     -578.16965      1081.2139     -6165.7286     -6187.1477    
    138700  -6394.2276      58966.715      1.4219511      591.11691      1103.0841     -6147.9837     -6126.2281    
    138800  -6398.3655      60026.383      1.3968488     -1178.4866      1090.1892     -6155.0001     -6199.1527    
    138900  -6399.1198      59494.677      1.4093325     -125.66746      1114.3823     -6150.3537     -6155.0202    
    139000  -6395.3035      59449.242      1.4104096     -125.07309      1102.4609     -6149.1986     -6153.8395    
    139100  -6400.2525      60260.901      1.3914127     -702.57954      1070.2555     -6161.3369     -6187.7623    
    139200  -6393.5535      59637.616      1.4059546      691.93485      1101.8149     -6147.5929     -6121.8371    
    139300  -6401.7759      60135.802      1.3943072     -83.021429      1085.0898     -6159.5488     -6162.665     
    139400  -6399.9328      59473.7        1.4098296      12.544791      1166.1073     -6139.62       -6139.1544    
    139500  -6410.7564      59298.875      1.4139861     -377.17201      1118.7414     -6161.0172     -6174.9769    
    139600  -6404.7284      59258.397      1.4149519     -567.96221      1093.1956     -6160.6918     -6181.6986    
    139700  -6405.4993      59170.176      1.4170616     -762.03714      1104.3972     -6158.9622     -6187.1051    
    139800  -6400.656       58910.034      1.4233192      448.31698      1100.5391     -6154.9802     -6138.4961    
    139900  -6396.5892      59819.176      1.4016874     -1002.9372      1038.595      -6164.7413     -6202.1871    
    140000  -6401.2133      59105.194      1.4186195      166.18019      1116.8115     -6151.905      -6145.7745    
    140100  -6405.1138      58884.549      1.4239352      189.89234      1089.393      -6161.9261     -6154.947     
    140200  -6400.8659      59015.293      1.4207806     -339.71983      1084.4544     -6158.7807     -6171.294     
    140300  -6399.0338      59473.425      1.4098361     -197.43678      1132.1603     -6146.2991     -6153.628     
    140400  -6400.0478      59487.498      1.4095026      68.121874      1070.9622     -6160.9745     -6158.4452    
    140500  -6407.0254      58246.599      1.439531       174.63499      1107.5202     -6159.7912     -6153.4424    
    140600  -6408.375       58980.956      1.4216078     -647.68806      1092.0793     -6164.5877     -6188.431     
    140700  -6399.0252      59647.225      1.4057282     -1300.0855      1094.2926     -6154.7437     -6203.1444    
    140800  -6399.1795      59100.1        1.4187418      302.1315       1054.2214     -6163.8433     -6152.6984    
    140900  -6398.7275      59319.943      1.4134839      155.63916      1110.3066     -6150.8713     -6145.1088    
    141000  -6408.5099      58926.733      1.4229159      254.36435      1095.291      -6164.0056     -6154.6503    
    141100  -6401.9431      59202.007      1.4162997     -759.7105       1113.445      -6153.3862     -6181.4583    
    141200  -6404.6491      58947.801      1.4224073     -554.98278      1070.925      -6165.5841     -6186.0032    
    141300  -6406.4736      58434.384      1.4349049      675.01221      1083.3731     -6164.6297     -6140.0108    
    141400  -6393.7877      59736.513      1.403627      -630.91059      1104.9674     -6147.1233     -6170.6466    
    141500  -6397.3862      59636.62       1.4059781     -254.88949      1087.5238     -6154.6158     -6164.1033    
    141600  -6397.3858      59131.03       1.4179997     -155.37707      1095.6006     -6152.8124     -6158.5469    
    141700  -6392.5277      59668.583      1.405225      -482.35987      1069.7735     -6153.7198     -6171.6839    
    141800  -6401.6725      59410.555      1.4113281     -20.710006      1119.5188     -6151.7597     -6152.5277    
    141900  -6401.0006      59040.91       1.4201642      1132.1341      1076.2959     -6160.7367     -6119.017     
